Time,header.seq,header.stamp.secs,header.stamp.nsecs,header.frame_id,orientation.x,orientation.y,orientation.z,orientation.w,orientation_covariance_0,orientation_covariance_1,orientation_covariance_2,orientation_covariance_3,orientation_covariance_4,orientation_covariance_5,orientation_covariance_6,orientation_covariance_7,orientation_covariance_8,angular_velocity.x,angular_velocity.y,angular_velocity.z,angular_velocity_covariance_0,angular_velocity_covariance_1,angular_velocity_covariance_2,angular_velocity_covariance_3,angular_velocity_covariance_4,angular_velocity_covariance_5,angular_velocity_covariance_6,angular_velocity_covariance_7,angular_velocity_covariance_8,linear_acceleration.x,linear_acceleration.y,linear_acceleration.z,linear_acceleration_covariance_0,linear_acceleration_covariance_1,linear_acceleration_covariance_2,linear_acceleration_covariance_3,linear_acceleration_covariance_4,linear_acceleration_covariance_5,linear_acceleration_covariance_6,linear_acceleration_covariance_7,linear_acceleration_covariance_8
1531930511.313198,4084,1531930511,312945192,base_link,-0.07479969265368411,-0.023208024486946494,-0.9964280192878681,-0.031584742461883315,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,-0.0479733981192112,0.02897760272026062,0.01334417704492807,1.2184696791468346e-07,0.0,0.0,0.0,1.2184696791468346e-07,0.0,0.0,0.0,1.2184696791468346e-07,0.32361945000000003,-0.06864654999999883,9.56148375,8.999999999999999e-08,0.0,0.0,0.0,8.999999999999999e-08,0.0,0.0,0.0,8.999999999999999e-08
1531930511.6441886,4085,1531930511,643949832,base_link,-0.08735606591483838,-0.03658167948861809,-0.9950512523606461,-0.030061664112027604,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.4438062906265259,-0.06581588834524155,-0.027130536735057824,1.2184696791468346e-07,0.0,0.0,0.0,1.2184696791468346e-07,0.0,0.0,0.0,1.2184696791468346e-07,0.12748645,0.32361945000000125,9.97336305,8.999999999999999e-08,0.0,0.0,0.0,8.999999999999999e-08,0.0,0.0,0.0,8.999999999999999e-08
1531930512.058519,4086,1531930512,57775656,base_link,-0.07575570001197492,-0.15752231423315888,-0.9838786554532992,-0.03782308524874479,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.6302465200424194,0.019809776917099932,-0.1565215289592743,1.2184696791468346e-07,0.0,0.0,0.0,1.2184696791468346e-07,0.0,0.0,0.0,1.2184696791468346e-07,-0.34323275,0.1765197000000007,5.79573015,8.999999999999999e-08,0.0,0.0,0.0,8.999999999999999e-08,0.0,0.0,0.0,8.999999999999999e-08
1531930512.4202552,4087,1531930512,414845192,base_link,-0.049518870262868435,-0.2575895936635144,-0.963057232439049,-0.06096105126221452,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.4466966986656189,0.12057496607303617,-0.24182248115539554,1.2184696791468346e-07,0.0,0.0,0.0,1.2184696791468346e-07,0.0,0.0,0.0,1.2184696791468346e-07,-0.91201845,0.5001391500000008,6.1585762,8.999999999999999e-08,0.0,0.0,0.0,8.999999999999999e-08,0.0,0.0,0.0,8.999999999999999e-08
1531930512.814615,4088,1531930512,814221448,base_link,-0.010370465401964285,-0.3087200106384687,-0.9457904424302819,-0.10032371347922699,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,-0.0887274295091629,0.19091956317424771,-0.24839581549167636,1.2184696791468346e-07,0.0,0.0,0.0,1.2184696791468346e-07,0.0,0.0,0.0,1.2184696791468346e-07,-1.24544455,-0.2745861999999996,3.1577413,8.999999999999999e-08,0.0,0.0,0.0,8.999999999999999e-08,0.0,0.0,0.0,8.999999999999999e-08
1531930513.2222626,4089,1531930513,221533224,base_link,0.008723513232835744,-0.3268317297069511,-0.9352242975318852,-0.13586918002119036,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,-0.0004939576610922813,0.00995251256972549,-0.1989726573228836,1.2184696791468346e-07,0.0,0.0,0.0,1.2184696791468346e-07,0.0,0.0,0.0,1.2184696791468346e-07,-1.28467115,0.7845320000000007,5.18771785,8.999999999999999e-08,0.0,0.0,0.0,8.999999999999999e-08,0.0,0.0,0.0,8.999999999999999e-08
1531930513.5493643,4090,1531930513,548850056,base_link,0.03278985829401713,-0.3293531136788433,-0.9272579596298156,-0.17505435729012908,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,-0.1491728276014328,0.10706020891666408,-0.3239249587059021,1.2184696791468346e-07,0.0,0.0,0.0,1.2184696791468346e-07,0.0,0.0,0.0,1.2184696791468346e-07,-1.38273765,0.5295591000000008,7.07059465,8.999999999999999e-08,0.0,0.0,0.0,8.999999999999999e-08,0.0,0.0,0.0,8.999999999999999e-08
1531930513.9660828,4091,1531930513,965552808,base_link,0.07884509279197208,-0.29960090964184943,-0.9176716659184836,-0.24880003990111516,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,-0.05569332093000412,-0.004965886473655761,-0.4972612261772156,1.2184696791468346e-07,0.0,0.0,0.0,1.2184696791468346e-07,0.0,0.0,0.0,1.2184696791468346e-07,-1.38273765,0.7649187000000006,5.099458,8.999999999999999e-08,0.0,0.0,0.0,8.999999999999999e-08,0.0,0.0,0.0,8.999999999999999e-08
1531930514.3532987,4092,1531930514,353011944,base_link,0.09280431244508196,-0.28324910851264257,-0.9016288438178479,-0.3134050575757827,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.00839432142674923,-0.08755754679441455,-0.18846777081489563,1.2184696791468346e-07,0.0,0.0,0.0,1.2184696791468346e-07,0.0,0.0,0.0,1.2184696791468346e-07,-1.4709975,-0.2745861999999988,9.9635564,8.999999999999999e-08,0.0,0.0,0.0,8.999999999999999e-08,0.0,0.0,0.0,8.999999999999999e-08
1531930514.5682542,4093,1531930514,567987880,base_link,0.08918176547389224,-0.2882968451490996,-0.8942734141875204,-0.33046422266477093,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.08355753868818283,-0.0799403563141823,-0.1394278109073639,1.2184696791468346e-07,0.0,0.0,0.0,1.2184696791468346e-07,0.0,0.0,0.0,1.2184696791468346e-07,-1.53964405,-0.009806649999998881,9.12999115,8.999999999999999e-08,0.0,0.0,0.0,8.999999999999999e-08,0.0,0.0,0.0,8.999999999999999e-08
1531930515.043613,4094,1531930515,43333576,base_link,0.10310491463670428,-0.25438045766963074,-0.8860908098119213,-0.37350105234175746,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,-0.26559752225875854,-0.12106586992740634,-0.26941370964050293,1.2184696791468346e-07,0.0,0.0,0.0,1.2184696791468346e-07,0.0,0.0,0.0,1.2184696791468346e-07,-1.7848103,0.42168595000000114,9.0025047,8.999999999999999e-08,0.0,0.0,0.0,8.999999999999999e-08,0.0,0.0,0.0,8.999999999999999e-08
1531930515.4302647,4095,1531930515,429926408,base_link,0.11845734869484735,-0.1980519436270644,-0.8784184337281221,-0.4184786009491548,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,-0.19854451715946198,0.003663199022412271,-0.23888753354549408,1.2184696791468346e-07,0.0,0.0,0.0,1.2184696791468346e-07,0.0,0.0,0.0,1.2184696791468346e-07,-1.569064,-0.38245934999999853,12.0229529,8.999999999999999e-08,0.0,0.0,0.0,8.999999999999999e-08,0.0,0.0,0.0,8.999999999999999e-08
1531930515.8489363,4096,1531930515,848637896,base_link,0.12362228016807038,-0.16760147054791547,-0.8779901022607326,-0.4309996046963518,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,-0.2604832053184509,-0.180320143699646,0.047944754362106344,1.2184696791468346e-07,0.0,0.0,0.0,1.2184696791468346e-07,0.0,0.0,0.0,1.2184696791468346e-07,-1.7259704,0.1667130500000014,11.38552065,8.999999999999999e-08,0.0,0.0,0.0,8.999999999999999e-08,0.0,0.0,0.0,8.999999999999999e-08
1531930516.1849139,4097,1531930516,183013992,base_link,0.13151689721242069,-0.12530327854207957,-0.8859156708761816,-0.42679716286572084,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,-0.19033829867839813,-0.049900531768798835,-0.0561743713915348,1.2184696791468346e-07,0.0,0.0,0.0,1.2184696791468346e-07,0.0,0.0,0.0,1.2184696791468346e-07,-1.96133,0.7060788000000012,9.89490985,8.999999999999999e-08,0.0,0.0,0.0,8.999999999999999e-08,0.0,0.0,0.0,8.999999999999999e-08
1531930516.5541697,4098,1531930516,553875912,base_link,0.1427580005770491,-0.09305569493345407,-0.8853608744665575,-0.43254700655016454,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,-0.4233781397342682,0.0012254435569047815,-0.09160324931144714,1.2184696791468346e-07,0.0,0.0,0.0,1.2184696791468346e-07,0.0,0.0,0.0,1.2184696791468346e-07,-1.8632635,0.8335652500000013,10.591182,8.999999999999999e-08,0.0,0.0,0.0,8.999999999999999e-08,0.0,0.0,0.0,8.999999999999999e-08
