Time,header.seq,header.stamp.secs,header.stamp.nsecs,header.frame_id,orientation.x,orientation.y,orientation.z,orientation.w,orientation_covariance_0,orientation_covariance_1,orientation_covariance_2,orientation_covariance_3,orientation_covariance_4,orientation_covariance_5,orientation_covariance_6,orientation_covariance_7,orientation_covariance_8,angular_velocity.x,angular_velocity.y,angular_velocity.z,angular_velocity_covariance_0,angular_velocity_covariance_1,angular_velocity_covariance_2,angular_velocity_covariance_3,angular_velocity_covariance_4,angular_velocity_covariance_5,angular_velocity_covariance_6,angular_velocity_covariance_7,angular_velocity_covariance_8,linear_acceleration.x,linear_acceleration.y,linear_acceleration.z,linear_acceleration_covariance_0,linear_acceleration_covariance_1,linear_acceleration_covariance_2,linear_acceleration_covariance_3,linear_acceleration_covariance_4,linear_acceleration_covariance_5,linear_acceleration_covariance_6,linear_acceleration_covariance_7,linear_acceleration_covariance_8
1536689966.8750944,3764,1536689966,874829652,base_link,0.0016054089864155257,-0.11982557570095818,-0.9911558275417707,-0.05700332972649847,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.9173280000686646,-0.03411664441227913,-0.01571107096970081,1.2184696791468346e-07,0.0,0.0,0.0,1.2184696791468346e-07,0.0,0.0,0.0,1.2184696791468346e-07,-0.588399,0.2941995000000012,10.0812362,8.999999999999999e-08,0.0,0.0,0.0,8.999999999999999e-08,0.0,0.0,0.0,8.999999999999999e-08
1536689967.1811523,3765,1536689967,180918088,base_link,-0.0043991834828860064,-0.24296369451531785,-0.9679874710577747,-0.06284541516550714,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.8867995142936707,-0.020115729421377192,-0.09259320795536041,1.2184696791468346e-07,0.0,0.0,0.0,1.2184696791468346e-07,0.0,0.0,0.0,1.2184696791468346e-07,-0.51975245,0.6276256000000012,9.9831697,8.999999999999999e-08,0.0,0.0,0.0,8.999999999999999e-08,0.0,0.0,0.0,8.999999999999999e-08
1536689967.543568,3766,1536689967,543299107,base_link,-0.010779205816633382,-0.3161730300028106,-0.9440510530066133,-0.09319889021822576,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.15046590566635132,-0.007398838642984653,-0.19846485555171967,1.2184696791468346e-07,0.0,0.0,0.0,1.2184696791468346e-07,0.0,0.0,0.0,1.2184696791468346e-07,-0.2941995,0.598205650000001,8.6102387,8.999999999999999e-08,0.0,0.0,0.0,8.999999999999999e-08,0.0,0.0,0.0,8.999999999999999e-08
1536689967.8082392,3767,1536689967,807422594,base_link,-0.0038140053779623603,-0.3412983977688075,-0.931473751745587,-0.1259265931105183,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.24677890539169312,-0.10877319425344471,-0.29687392711639404,1.2184696791468346e-07,0.0,0.0,0.0,1.2184696791468346e-07,0.0,0.0,0.0,1.2184696791468346e-07,-0.14709975,0.637432250000001,7.71783355,8.999999999999999e-08,0.0,0.0,0.0,8.999999999999999e-08,0.0,0.0,0.0,8.999999999999999e-08
1536689968.2066824,3768,1536689968,206450999,base_link,-0.004501585666995706,-0.3734081003250899,-0.9079024805852063,-0.1904185182310777,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.2145177125930786,-0.15331515669822696,-0.3037481904029846,1.2184696791468346e-07,0.0,0.0,0.0,1.2184696791468346e-07,0.0,0.0,0.0,1.2184696791468346e-07,-0.0196133,0.45110590000000106,8.7867584,8.999999999999999e-08,0.0,0.0,0.0,8.999999999999999e-08,0.0,0.0,0.0,8.999999999999999e-08
1536689968.575763,3769,1536689968,575488092,base_link,-0.041268644649871365,-0.3827559474524597,-0.8852909556818991,-0.2608729718586469,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.021912604570388794,-0.3604396581649781,-0.24720706045627588,1.2184696791468346e-07,0.0,0.0,0.0,1.2184696791468346e-07,0.0,0.0,0.0,1.2184696791468346e-07,0.3334261,0.4609125500000016,13.13110435,8.999999999999999e-08,0.0,0.0,0.0,8.999999999999999e-08,0.0,0.0,0.0,8.999999999999999e-08
1536689968.8890336,3770,1536689968,888392054,base_link,-0.08055821444294226,-0.37679865981949967,-0.8659157197134977,-0.3189406063784431,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.13373692333698273,-0.2710797488689423,-0.2318647652864456,1.2184696791468346e-07,0.0,0.0,0.0,1.2184696791468346e-07,0.0,0.0,0.0,1.2184696791468346e-07,0.5295591,1.010084950000002,15.6318001,8.999999999999999e-08,0.0,0.0,0.0,8.999999999999999e-08,0.0,0.0,0.0,8.999999999999999e-08
1536689969.199315,3771,1536689969,199077121,base_link,-0.10702360431391734,-0.3688640644721486,-0.8434021698651093,-0.3757100343716815,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0440652072429657,-0.36740264296531683,-0.3428738415241241,1.2184696791468346e-07,0.0,0.0,0.0,1.2184696791468346e-07,0.0,0.0,0.0,1.2184696791468346e-07,0.77472535,1.1866046500000016,14.1411893,8.999999999999999e-08,0.0,0.0,0.0,8.999999999999999e-08,0.0,0.0,0.0,8.999999999999999e-08
1536689969.599924,3772,1536689969,599650973,base_link,-0.15547395087429575,-0.35825377173575174,-0.7966919783413211,-0.4612634575632856,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.001261310651898384,-0.3839812278747559,-0.32629197835922236,1.2184696791468346e-07,0.0,0.0,0.0,1.2184696791468346e-07,0.0,0.0,0.0,1.2184696791468346e-07,1.18660465,1.0787315000000017,14.9257213,8.999999999999999e-08,0.0,0.0,0.0,8.999999999999999e-08,0.0,0.0,0.0,8.999999999999999e-08
1536689970.0125294,3773,1536689970,12324316,base_link,-0.20791453390143386,-0.3370773320954485,-0.7444914952850041,-0.5374782155848393,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.07240618765354156,-0.37516257166862493,-0.23888126015663141,1.2184696791468346e-07,0.0,0.0,0.0,1.2184696791468346e-07,0.0,0.0,0.0,1.2184696791468346e-07,1.32389775,0.5883990000000021,17.5931301,8.999999999999999e-08,0.0,0.0,0.0,8.999999999999999e-08,0.0,0.0,0.0,8.999999999999999e-08
1536689970.4008822,3774,1536689970,400286856,base_link,-0.2743481851005766,-0.29324555137005814,-0.6850731677228215,-0.6077950927737975,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.09753376990556717,-0.37342905998229986,-0.2519917488098144,1.2184696791468346e-07,0.0,0.0,0.0,1.2184696791468346e-07,0.0,0.0,0.0,1.2184696791468346e-07,1.5886773,0.9414384000000026,20.7312581,8.999999999999999e-08,0.0,0.0,0.0,8.999999999999999e-08,0.0,0.0,0.0,8.999999999999999e-08
1536689970.8502507,3775,1536689970,850040625,base_link,-0.30673233760410695,-0.23247657764189847,-0.6269664084035677,-0.6773352468677243,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,-0.16453027725219727,-0.3868307173252106,-0.2559818029403686,1.2184696791468346e-07,0.0,0.0,0.0,1.2184696791468346e-07,0.0,0.0,0.0,1.2184696791468346e-07,0.79433865,1.274864500000002,16.5732385,8.999999999999999e-08,0.0,0.0,0.0,8.999999999999999e-08,0.0,0.0,0.0,8.999999999999999e-08
