Time,header.seq,header.stamp.secs,header.stamp.nsecs,header.frame_id,orientation.x,orientation.y,orientation.z,orientation.w,orientation_covariance_0,orientation_covariance_1,orientation_covariance_2,orientation_covariance_3,orientation_covariance_4,orientation_covariance_5,orientation_covariance_6,orientation_covariance_7,orientation_covariance_8,angular_velocity.x,angular_velocity.y,angular_velocity.z,angular_velocity_covariance_0,angular_velocity_covariance_1,angular_velocity_covariance_2,angular_velocity_covariance_3,angular_velocity_covariance_4,angular_velocity_covariance_5,angular_velocity_covariance_6,angular_velocity_covariance_7,angular_velocity_covariance_8,linear_acceleration.x,linear_acceleration.y,linear_acceleration.z,linear_acceleration_covariance_0,linear_acceleration_covariance_1,linear_acceleration_covariance_2,linear_acceleration_covariance_3,linear_acceleration_covariance_4,linear_acceleration_covariance_5,linear_acceleration_covariance_6,linear_acceleration_covariance_7,linear_acceleration_covariance_8
1536691717.8656683,1351,1536691717,861806904,base_link,0.022307896235339977,0.01580962945365405,-0.9975057656986315,-0.06507427126044835,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,-0.20991547405719757,-0.016498651355504986,0.023781841620802883,1.2184696791468346e-07,0.0,0.0,0.0,1.2184696791468346e-07,0.0,0.0,0.0,1.2184696791468346e-07,-0.00980665,0.5295591000000013,10.3165958,8.999999999999999e-08,0.0,0.0,0.0,8.999999999999999e-08,0.0,0.0,0.0,8.999999999999999e-08
1536691718.2671196,1352,1536691718,266740504,base_link,0.008798652000656796,-0.011465416490734757,-0.9981246093630614,-0.059484385610858226,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.6482567191123962,-0.06817824393510818,0.035564467310905463,1.2184696791468346e-07,0.0,0.0,0.0,1.2184696791468346e-07,0.0,0.0,0.0,1.2184696791468346e-07,0.57859235,0.3824593500000014,11.20900095,8.999999999999999e-08,0.0,0.0,0.0,8.999999999999999e-08,0.0,0.0,0.0,8.999999999999999e-08
1536691718.6631503,1353,1536691718,662690904,base_link,-0.011232319892167207,-0.13033188545490848,-0.990133956420501,-0.050221339754072454,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.5132169723510742,-0.0641711875796318,0.0012657332699745972,1.2184696791468346e-07,0.0,0.0,0.0,1.2184696791468346e-07,0.0,0.0,0.0,1.2184696791468346e-07,0.4903325,0.9120184500000013,10.6500219,8.999999999999999e-08,0.0,0.0,0.0,8.999999999999999e-08,0.0,0.0,0.0,8.999999999999999e-08
1536691719.0839698,1354,1536691719,82990776,base_link,-0.02243201139307006,-0.22109595765265722,-0.9724712233604277,-0.07009352402603813,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.4147990942001343,-0.04613805562257769,-0.18485623598098755,1.2184696791468346e-07,0.0,0.0,0.0,1.2184696791468346e-07,0.0,0.0,0.0,1.2184696791468346e-07,0.5099458,0.7551120500000013,10.48330885,8.999999999999999e-08,0.0,0.0,0.0,8.999999999999999e-08,0.0,0.0,0.0,8.999999999999999e-08
1536691719.5019634,1355,1536691719,500664664,base_link,-0.03695971109289258,-0.2962661174658268,-0.9464126629031289,-0.12313991592600461,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.399470716714859,-0.1517749130725861,-0.2745008170604706,1.2184696791468346e-07,0.0,0.0,0.0,1.2184696791468346e-07,0.0,0.0,0.0,1.2184696791468346e-07,0.6472389000000001,0.7649187000000013,10.179302700000001,8.999999999999999e-08,0.0,0.0,0.0,8.999999999999999e-08,0.0,0.0,0.0,8.999999999999999e-08
1536691719.8914373,1356,1536691719,890813624,base_link,-0.06932368313339125,-0.34572614646867583,-0.9178018104958928,-0.18250341162619882,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.17177627980709076,-0.28634527325630194,-0.2697169482707977,1.2184696791468346e-07,0.0,0.0,0.0,1.2184696791468346e-07,0.0,0.0,0.0,1.2184696791468346e-07,0.97085835,0.8433719000000015,12.05237285,8.999999999999999e-08,0.0,0.0,0.0,8.999999999999999e-08,0.0,0.0,0.0,8.999999999999999e-08
1536691720.211487,1357,1536691720,211192312,base_link,-0.10322976789151395,-0.35545004121964346,-0.8973079264636987,-0.2404940089138093,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.05789417773485184,-0.32471817731857305,-0.30153742432594294,1.2184696791468346e-07,0.0,0.0,0.0,1.2184696791468346e-07,0.0,0.0,0.0,1.2184696791468346e-07,1.3140911,1.0493115500000016,13.64105015,8.999999999999999e-08,0.0,0.0,0.0,8.999999999999999e-08,0.0,0.0,0.0,8.999999999999999e-08
1536691720.4879396,1358,1536691720,487614328,base_link,-0.13010887767368867,-0.3546816327228944,-0.8776829542052735,-0.29486480165835033,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.03965340554714203,-0.3141115605831147,-0.3219040632247924,1.2184696791468346e-07,0.0,0.0,0.0,1.2184696791468346e-07,0.0,0.0,0.0,1.2184696791468346e-07,1.50041745,1.0395049000000016,13.09187775,8.999999999999999e-08,0.0,0.0,0.0,8.999999999999999e-08,0.0,0.0,0.0,8.999999999999999e-08
1536691720.9023316,1359,1536691720,902134296,base_link,-0.17424710361200263,-0.3455513817011158,-0.8408736220186928,-0.3783698472135989,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,-0.02775466814637184,-0.3666930794715882,-0.29106378555297846,1.2184696791468346e-07,0.0,0.0,0.0,1.2184696791468346e-07,0.0,0.0,0.0,1.2184696791468346e-07,1.53964405,1.1866046500000016,13.856796450000001,8.999999999999999e-08,0.0,0.0,0.0,8.999999999999999e-08,0.0,0.0,0.0,8.999999999999999e-08
1536691721.39065,1360,1536691721,390429976,base_link,-0.22040554976939922,-0.3157902960915837,-0.7928145007738294,-0.47238019633340056,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,-0.02954266220331192,-0.36546888947486883,-0.3255071341991424,1.2184696791468346e-07,0.0,0.0,0.0,1.2184696791468346e-07,0.0,0.0,0.0,1.2184696791468346e-07,1.6279039,1.068924850000002,14.572681900000001,8.999999999999999e-08,0.0,0.0,0.0,8.999999999999999e-08,0.0,0.0,0.0,8.999999999999999e-08
